winner,best_of,w_one,w_two,w_three,w_four,w_five,winner_id
Llodra M.,3,6.0,6.0,,,,356
Robredo T.,3,6.0,6.0,,,,499
Troicki V.,3,4.0,6.0,6.0,,,594
Wawrinka S.,3,6.0,6.0,,,,632
Montanes A.,3,6.0,6.0,,,,412
Cilic M.,3,6.0,6.0,6.0,,,97
Verdasco F.,3,6.0,6.0,,,,619
Tsonga J.W.,3,7.0,7.0,,,,598
Berdych T.,3,6.0,6.0,,,,49
Ferrero J.C.,3,6.0,6.0,,,,183
Wawrinka S.,3,6.0,6.0,,,,632
Ferrer D.,3,6.0,6.0,,,,182
Montanes A.,3,7.0,3.0,6.0,,,412
Robredo T.,3,6.0,6.0,,,,499
Petzschner P.,3,7.0,6.0,,,,466
Djokovic N.,3,6.0,6.0,,,,147
Berrer M.,3,6.0,6.0,,,,52
Nadal R.,3,6.0,6.0,,,,427
Ljubicic I.,3,6.0,7.0,,,,355
Kohlschreiber P.,3,6.0,6.0,,,,306
Nalbandian D.,3,4.0,6.0,7.0,,,430
Montanes A.,3,6.0,6.0,,,,412
Verdasco F.,3,5.0,6.0,6.0,,,619
Ferrer D.,3,6.0,7.0,,,,182
Nadal R.,3,6.0,6.0,,,,427
Nalbandian D.,3,6.0,6.0,,,,430
Ferrero J.C.,3,6.0,3.0,7.0,,,183
Kohlschreiber P.,3,6.0,6.0,,,,306
Djokovic N.,3,6.0,6.0,,,,147
Ferrer D.,3,7.0,7.0,,,,182
Nadal R.,3,6.0,6.0,,,,427
Djokovic N.,3,6.0,6.0,,,,147
Verdasco F.,3,6.0,6.0,6.0,,,619
Nadal R.,3,6.0,6.0,,,,427
Verdasco F.,3,6.0,6.0,,,,619
Nadal R.,3,6.0,6.0,,,,427
De Bakker T.,3,6.0,6.0,,,,121
Hajek J.,3,6.0,6.0,,,,240
Schwank E.,3,6.0,6.0,,,,535
Garcia-Lopez G.,3,5.0,6.0,6.0,,,198
Bellucci T.,3,6.0,6.0,,,,44
Chela J.I.,3,6.0,6.0,,,,94
Hernandez O.,3,6.0,6.0,6.0,,,252
Almagro N.,3,6.0,6.0,,,,6
Cuevas P.,3,7.0,6.0,,,,111
Granollers M.,3,6.0,6.0,,,,224
Greul S.,3,6.0,6.0,,,,228
Gasquet R.,3,7.0,6.0,,,,200
Istomin D.,3,7.0,1.0,6.0,,,266
Gimeno-Traver D.,3,6.0,3.0,6.0,,,208
Chardy J.,3,6.0,7.0,,,,93
Hewitt L.,3,6.0,4.0,6.0,,,254
Ramos-Vinolas A.,3,6.0,6.0,,,,487
Melzer J.,3,6.0,6.0,,,,396
Stakhovsky S.,3,4.0,6.0,6.0,,,568
Bolelli S.,3,6.0,6.0,3.0,,,61
Gulbis E.,3,7.0,6.0,,,,234
Martin A.,3,7.0,6.0,,,,380
Lopez F.,3,6.0,3.0,,,,358
Hanescu V.,3,6.0,6.0,,,,242
Navarro-Pastor I.,3,6.0,6.0,,,,433
Almagro N.,3,6.0,6.0,,,,6
Soderling R.,3,7.0,7.0,,,,558
De Bakker T.,3,7.0,6.0,,,,121
Garcia-Lopez G.,3,1.0,7.0,6.0,,,198
Schwank E.,3,7.0,6.0,,,,535
Tsonga J.W.,3,6.0,6.0,,,,598
Melzer J.,3,6.0,7.0,7.0,,,396
Gulbis E.,3,6.0,6.0,,,,234
Ferrer D.,3,7.0,6.0,,,,182
Bellucci T.,3,6.0,1.0,7.0,,,44
Ramos-Vinolas A.,3,6.0,6.0,6.0,,,487
Ferrero J.C.,3,6.0,4.0,,,,183
Bolelli S.,3,7.0,7.0,,,,61
Verdasco F.,3,7.0,6.0,,,,619
Lopez F.,3,7.0,7.0,,,,358
Schwank E.,3,6.0,7.0,,,,535
Bellucci T.,3,6.0,6.0,,,,44
Ferrer D.,3,6.0,3.0,,,,182
De Bakker T.,3,7.0,3.0,7.0,,,121
Tsonga J.W.,3,5.0,6.0,6.0,,,598
Verdasco F.,3,3.0,7.0,6.0,,,619
Gulbis E.,3,6.0,6.0,,,,234
Soderling R.,3,6.0,6.0,,,,558
Ferrer D.,3,6.0,6.0,,,,182
Verdasco F.,3,6.0,7.0,,,,619
Soderling R.,3,6.0,6.0,,,,558
De Bakker T.,3,6.0,3.0,6.0,,,121
Verdasco F.,3,6.0,7.0,6.0,,,619
Soderling R.,3,6.0,6.0,,,,558
Verdasco F.,3,6.0,4.0,6.0,,,619
Hanescu V.,3,6.0,6.0,6.0,,,242
Chardy J.,3,6.0,6.0,,,,93
Seppi A.,3,6.0,6.0,,,,538
Lorenzi P.,3,2.0,6.0,6.0,,,361
Isner J.,3,4.0,7.0,7.0,,,265
Giraldo S.,3,6.0,6.0,,,,210
Kohlschreiber P.,3,6.0,6.0,6.0,,,306
Gulbis E.,3,6.0,6.0,,,,234
Benneteau J.,3,7.0,3.0,7.0,,,47
Starace P.,3,6.0,6.0,,,,569
Garcia-Lopez G.,3,6.0,6.0,,,,198
Monaco J.,3,7.0,7.0,,,,410
Llodra M.,3,6.0,3.0,6.0,,,356
Berdych T.,3,6.0,6.0,,,,49
Ljubicic I.,3,7.0,6.0,6.0,,,355
Volandri F.,3,6.0,6.0,,,,625
Hewitt L.,3,6.0,4.0,6.0,,,254
Wawrinka S.,3,6.0,6.0,,,,632
Lopez F.,3,6.0,6.0,,,,358
Bolelli S.,3,6.0,6.0,,,,61
Troicki V.,3,3.0,6.0,1.0,,,594
Almagro N.,3,6.0,6.0,6.0,,,6
Bellucci T.,3,6.0,3.0,6.0,,,44
Ferrer D.,3,6.0,6.0,,,,182
Hanescu V.,3,7.0,6.0,,,,242
